Unique Specimen Number,Label Date,Site,Display Date,Station,Collection Method,Specimen Kind ,Genus,Subgenus,Species,Subspecies,New record,Label Name,Short label name,Sex,Voucher Specimen,Questionable or Incomplete Identification,Broken Specimen,Entered by,Entered Date,NOTES,Count
1990,20150620,SCL,20-Jun-15,SCL3,T,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,F,N,N,N,AEK,41329,NA,1
1991,20150620,SCL,20-Jun-15,SCL3,T,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,F,N,N,N,AEK,41329,NA,1
1992,20150620,SCL,20-Jun-15,SCL3,T,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,F,N,N,N,AEK,41329,NA,1
1993,20150510,SCL,10-May-15,SCL3,T,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,F,N,N,N,AEK,41329,NA,1
1994,20150620,SCL,20-Jun-15,SCL3,T,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,F,N,N,N,AEK,41329,NA,1
1995,20150620,SCL,20-Jun-15,SCL3,T,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,F,N,N,N,AEK,41329,NA,1
1996,20150620,SCL,20-Jun-15,SCL3,T,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,F,N,N,N,AEK,41329,NA,1
1997,20160327,SCL,27-Mar-16,SCL3,T,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,F,N,N,N,AEK,41329,NA,1
1998,20160327,SCL,27-Mar-16,SCL3,T,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,F,N,N,Y,AEK,41329,NA,1
1999,20160327,SCL,27-Mar-16,SCL3,T,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,F,N,N,N,AEK,41329,NA,1
2000,20160327,SCL,27-Mar-16,SCL3,T,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,F,N,N,N,AEK,41329,NA,1
2001,20160327,SCL,27-Mar-16,SCL3,T,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,F,N,N,N,AEK,41329,NA,1
2002,20160327,SCL,27-Mar-16,SCL3,T,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,F,N,N,N,AEK,41329,NA,1
2003,20160327,SCL,27-Mar-16,SCL3,T,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,F,N,N,N,AEK,41329,NA,1
2004,20140817,SCL,17-Aug-14,SCL3,T,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,M,N,N,N,AEK,41329,Corrected from 20140617 [WRP 20240212],1
2005,20140817,SCL,17-Aug-14,SCL3,T,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,M,N,N,N,AEK,41329,Corrected from 20140617 [WRP 20240212],1
2006,20160716,SCL,16-Jul-16,SCL3,N,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,M,N,N,N,AEK,41329,NA,1
2007,20160716,SCL,16-Jul-16,SCL3,N,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,M,N,N,N,AEK,41329,NA,1
2008,20160716,SCL,16-Jul-16,SCL3,N,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,M,N,N,N,AEK,41329,NA,1
2009,20160716,SCL,16-Jul-16,SCL3,N,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,M,N,N,N,AEK,41329,NA,1
2010,20160716,SCL,16-Jul-16,SCL3,N,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,M,N,N,N,AEK,41329,NA,1
2011,20160716,SCL,16-Jul-16,SCL3,N,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,M,N,N,N,AEK,41329,NA,1
2012,20160716,SCL,16-Jul-16,SCL3,N,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,M,N,N,N,AEK,41329,NA,1
2013,20160716,SCL,16-Jul-16,SCL3,N,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,M,N,N,N,AEK,41329,NA,1
2014,20160716,SCL,16-Jul-16,SCL3,N,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,M,N,N,N,AEK,41329,NA,1
2015,20160716,SCL,16-Jul-16,SCL3,N,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,M,N,N,N,AEK,41329,NA,1
2016,20160716,SCL,16-Jul-16,SCL3,N,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,M,N,N,N,AEK,41329,NA,1
2017,20160716,SCL,16-Jul-16,SCL3,N,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,M,N,N,N,AEK,41329,NA,1
2018,20160716,SCL,16-Jul-16,SCL3,N,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,M,N,N,N,AEK,41329,NA,1
2019,20160716,SCL,16-Jul-16,SCL3,N,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,M,N,N,N,AEK,41329,NA,1
2020,20160716,SCL,16-Jul-16,SCL3,N,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,M,N,N,N,AEK,41329,NA,1
2021,20160716,SCL,16-Jul-16,SCL3,N,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,M,N,N,N,AEK,41329,NA,1
2022,20160716,SCL,16-Jul-16,SCL3,N,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,M,N,N,N,AEK,41329,NA,1
2023,20160716,SCL,16-Jul-16,SCL3,N,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,M,N,N,N,AEK,41329,NA,1
2024,20160716,SCL,16-Jul-16,SCL3,N,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,M,N,N,N,AEK,41329,NA,1
2025,20160716,SCL,16-Jul-16,SCL3,N,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,M,N,N,N,AEK,41329,NA,1
2026,20160716,SCL,16-Jul-16,SCL3,N,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,M,N,N,N,AEK,41329,NA,1
2027,20160716,SCL,16-Jul-16,SCL3,N,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,M,N,N,N,AEK,41329,NA,1
2028,20160716,SCL,16-Jul-16,SCL3,N,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,M,N,N,N,AEK,41329,NA,1
2029,20160716,SCL,16-Jul-16,SCL3,N,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,M,N,N,N,AEK,41329,NA,1
2030,20160327,SCL,27-Mar-16,SCL4,T,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,F,N,N,N,AEK,41329,NA,1
2031,20160417,SCL,17-Apr-16,SCL4,T,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,F,N,N,N,AEK,41329,NA,1
2032,20150711,SCL,11-Jul-15,SCL4,T,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,F,N,N,N,AEK,41329,Corrected from 20140711 [WRP 20240212],1
2033,20160417,SCL,17-Apr-16,SCL5,T,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,F,N,N,N,AEK,41329,NA,1
2034,20150419,NA,19-Apr-15,NA,N,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,F,N,N,N,AEK,41329,No location data,1
2035,20150419,NA,19-Apr-15,NA,N,P,Halictus,Protohalictus,rubicundus,NA,N,Halictus (Protohalictus) rubicundus,Halictus rubicundus,F,N,N,N,AEK,41329,No location data,1
2036,20140714,POS,14-Jul-14,POS2,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,Y,AEK,41329,NA,1
2037,20140714,POS,14-Jul-14,POS1,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2038,20140714,POS,14-Jul-14,POS1,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2039,20140714,POS,14-Jul-14,POS1,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2040,20140714,POS,14-Jul-14,POS1,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2041,20150808,POS,8-Aug-15,POS1,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,"""A"" on pin",1
2042,20140714,POS,14-Jul-14,POS1,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2043,20150419,POS,19-Apr-15,POS1,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2044,20150419,POS,19-Apr-15,POS1,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2045,20140714,POS,14-Jul-14,POS1,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2046,20140714,POS,14-Jul-14,POS2,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2047,20140714,POS,14-Jul-14,POS2,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2048,20140714,POS,14-Jul-14,POS2,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2049,20140714,POS,14-Jul-14,POS2,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2050,20140714,POS,14-Jul-14,POS2,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2051,20140714,POS,14-Jul-14,POS2,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2052,20140817,POS,17-Aug-14,POS2,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,Corrected from 20140617 [WRP 20240212],1
2053,20140817,POS,17-Aug-14,POS2,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2054,20140817,POS,17-Aug-14,POS2,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2055,20140817,POS,17-Aug-14,POS2,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2056,20140817,POS,17-Aug-14,POS2,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2057,20150419,POS,19-Apr-15,POS2,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,Y,AEK,41329,NA,1
2058,20140714,POS,14-Jul-14,POS2,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2059,20150419,POS,19-Apr-15,POS2,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2060,20150419,POS,19-Apr-15,POS2,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2061,20150419,POS,19-Apr-15,POS2,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2062,20150419,POS,19-Apr-15,POS2,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,Y,AEK,41329,NA,1
2063,20150419,POS,19-Apr-15,POS2,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2064,20150419,POS,19-Apr-15,POS2,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2065,20150419,POS,19-Apr-15,POS2,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2066,20150419,POS,19-Apr-15,POS2,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2067,20150419,POS,19-Apr-15,POS2,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2068,20150419,POS,19-Apr-15,POS2,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2069,20150419,POS,19-Apr-15,POS2,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2070,20150419,POS,19-Apr-15,POS2,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2071,20150419,POS,19-Apr-15,POS2,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2072,20150419,POS,19-Apr-15,POS2,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2073,20150419,POS,19-Apr-15,POS2,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2074,20150419,POS,19-Apr-15,POS2,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2075,20140714,POS,14-Jul-14,POS2,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2076,20140817,POS,17-Aug-14,POS3,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2077,20140817,POS,17-Aug-14,POS3,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,Y,N,N,AEK,41329,NA,1
2078,20140817,POS,17-Aug-14,POS3,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2079,20140817,POS,17-Aug-14,POS3,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2080,20140714,POS,14-Jul-14,POS3,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2081,20150419,POS,19-Apr-15,POS3,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2082,20150419,POS,19-Apr-15,POS3,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2083,20140714,POS,14-Jul-14,POS3,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2084,20140714,POS,14-Jul-14,POS3,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2085,20140714,POS,14-Jul-14,POS3,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2086,20140928,SCL,28-Sep-14,SCL1,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2087,20140817,SCL,17-Aug-14,SCL3,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2088,20140817,SCL,17-Aug-14,SCL3,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2089,20140817,SCL,17-Aug-14,SCL3,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2090,20140817,SCL,17-Aug-14,SCL3,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,Y,AEK,41329,NA,1
2091,20140817,SCL,17-Aug-14,SCL3,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2092,20140817,SCL,17-Aug-14,SCL3,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2093,20140714,SCL,14-Jul-14,SCL3,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2094,20140714,SCL,14-Jul-14,SCL3,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2095,20140714,SCL,14-Jul-14,SCL3,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2096,20140714,SCL,14-Jul-14,SCL3,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2097,20140714,SCL,14-Jul-14,SCL3,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2098,20140714,SCL,14-Jul-14,SCL3,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2099,20150808,SCL,8-Aug-15,SCL3,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,"""C"" on pin",1
2100,20140714,SCL,14-Jul-14,SCL3,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2101,20150808,SCL,8-Aug-15,SCL4,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,"""E"" on pin",1
2102,20140817,SCL,17-Aug-14,SCL4,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2103,20140928,SCL,28-Sep-14,SCL4,T,P,Halictus,Seladonia,tripartitus,NA,N,Halictus (Seladonia) tripartitus,Halictus tripartitus,F,N,N,N,AEK,41329,NA,1
2104,20150808,POS,8-Aug-15,POS1,T,P,Ceratina,Zadontomerus,acantha,NA,N,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,N,N,N,AEK,41335,NA,1
2105,20160417,POS,17-Apr-16,POS1,T,P,Ceratina,Zadontomerus,acantha,NA,N,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,N,N,N,AEK,41335,NA,1
2106,20150808,POS,8-Aug-15,POS1,T,P,Ceratina,Zadontomerus,acantha,NA,N,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,N,N,N,AEK,41335,NA,1
2107,20160610,POS,10-Jun-16,POS2,T,P,Ceratina,Zadontomerus,acantha,NA,N,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,N,N,N,AEK,41335,NA,1
2108,20140817,POS,17-Aug-14,POS2,T,P,Ceratina,Zadontomerus,acantha,NA,N,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,N,N,N,AEK,41335,NA,1
2109,20150510,POS,10-May-15,POS2,T,P,Ceratina,Zadontomerus,acantha,NA,N,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,N,N,N,AEK,41335,NA,1
2110,20160417,POS,17-Apr-16,POS2,T,P,Ceratina,Zadontomerus,acantha,NA,N,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,N,N,N,AEK,41335,NA,1
2111,20160417,POS,17-Apr-16,POS2,T,P,Ceratina,Zadontomerus,acantha,NA,N,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,N,N,N,AEK,41335,NA,1
2112,20160417,POS,17-Apr-16,POS2,T,P,Ceratina,Zadontomerus,acantha,NA,N,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,N,N,N,AEK,41335,NA,1
2113,20160417,POS,17-Apr-16,POS2,T,P,Ceratina,Zadontomerus,acantha,NA,N,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,N,N,N,AEK,41335,NA,1
2114,20150808,POS,8-Aug-15,POS2,T,P,Ceratina,Zadontomerus,acantha,NA,N,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,N,N,N,AEK,41335,NA,1
2115,20150510,POS,10-May-15,POS2,T,P,Ceratina,Zadontomerus,acantha,NA,N,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,N,N,N,AEK,41335,NA,1
2116,20160417,POS,17-Apr-16,POS2,T,P,Ceratina,Zadontomerus,acantha,NA,N,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,N,N,N,AEK,41335,NA,1
2117,20160417,POS,17-Apr-16,POS2,T,P,Ceratina,Zadontomerus,acantha,NA,N,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,N,N,N,AEK,41335,NA,1
2118,20160417,POS,17-Apr-16,POS2,T,P,Ceratina,Zadontomerus,acantha,NA,N,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,N,N,N,AEK,41335,NA,1
2119,20160417,POS,17-Apr-16,POS2,T,P,Ceratina,Zadontomerus,acantha,NA,N,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,N,N,N,AEK,41335,NA,1
2120,20150808,POS,8-Aug-15,POS2,T,P,Ceratina,Zadontomerus,acantha,NA,N,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,N,N,N,AEK,41335,"""D"" on pin",1
2121,20150510,POS,10-May-15,POS2,T,P,Ceratina,Zadontomerus,acantha,NA,N,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,N,N,N,AEK,41335,NA,1
2122,20160417,POS,17-Apr-16,POS2,T,P,Ceratina,Zadontomerus,acantha,NA,N,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,N,N,N,AEK,41335,NA,1
2123,20160417,POS,17-Apr-16,POS2,T,P,Ceratina,Zadontomerus,acantha,NA,N,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,N,N,N,AEK,41335,NA,1
2124,20160417,POS,17-Apr-16,POS2,T,P,Ceratina,Zadontomerus,acantha,NA,N,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,N,N,N,AEK,41335,NA,1
2125,20160417,POS,17-Apr-16,POS2,T,P,Ceratina,Zadontomerus,acantha,NA,N,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,N,N,N,AEK,41335,NA,1
2126,20160716,POS,16-Jul-16,POS2,T,P,Ceratina,Zadontomerus,acantha,NA,N,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,N,N,N,AEK,41335,NA,1
2127,20150510,POS,10-May-15,POS2,T,P,Ceratina,Zadontomerus,acantha,NA,N,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,N,N,N,AEK,41335,NA,1
2128,20160417,POS,17-Apr-16,POS2,T,P,Ceratina,Zadontomerus,acantha,NA,N,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,N,N,N,AEK,41335,NA,1
2129,20160417,POS,17-Apr-16,POS2,T,P,Ceratina,Zadontomerus,acantha,NA,N,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,N,N,N,AEK,41335,NA,1
2130,20160417,POS,17-Apr-16,POS2,T,P,Ceratina,Zadontomerus,acantha,NA,N,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,N,N,N,AEK,41335,NA,1
2131,20160417,POS,17-Apr-16,POS2,T,P,Ceratina,Zadontomerus,acantha,NA,N,Ceratina (Zadontomerus) acantha,Ceratina acantha,F,N,N,N,AEK,41335,NA,1
