Site_ID,Latitude,Longtiude,Date,Bout,Family,Genus,Specific_epithet,Sub_species,Variety,Abundance,Common_name
site_7,47.063,-122.926,7/22/15,Mid,Solanaceae,Solanum,tuberosum,NA,NA,44,potato
site_7,47.063,-122.926,9/11/14,Late,Plumbaginaceae,Limonium,sinuatum,NA,NA,26,annualstatice
site_7,47.063,-122.926,7/22/15,Mid,Fabaceae,Vicia,NA,NA,NA,2,vetch
site_7,47.063,-122.926,7/22/15,Mid,Iridaceae,Iris,NA,NA,NA,5,iris
site_7,47.063,-122.926,9/11/14,Late,Solanaceae,Capsicum,annuum,NA,NA,13,peppers
site_7,47.063,-122.926,7/22/15,Mid,Asteraceae,Helianthus,annuum,NA,NA,1,sunflower
site_7,47.063,-122.926,9/21/15,Late,Lamiaceae,Prunella,vulgaris,NA,NA,21,healall
site_7,47.063,-122.926,7/22/15,Mid,Cucurbitaceae,Cucurbita,pepo,NA,cylindrica,30,zucchini
site_8,48.543,-122.413,7/15/15,Mid,Brassicaceae,Capsella,bursa-pastoris,NA,NA,29,sheppardspurse
site_8,48.543,-122.413,7/15/15,Mid,Asteraceae,Hypochaeris,radicata,NA,NA,29,flatweedcatsear
site_8,48.543,-122.413,7/15/15,Mid,Lamiaceae,Lavandula,NA,NA,NA,12,lavender
site_8,48.543,-122.413,9/24/15,Late,Amaryllidaceae,Allium,schoenoprasum,NA,NA,4,chives
site_8,48.543,-122.413,7/15/15,Mid,Fabaceae,Trifolium,pratense,NA,NA,6,redclover
site_8,48.543,-122.413,9/24/15,Late,Ranunculaceae,Ranunculus,NA,NA,NA,1,buttercup
site_8,48.543,-122.413,8/2/16,Mid,Asteraceae,Matricaria,discoidea,NA,NA,1,pineappleweed
site_8,48.543,-122.413,8/2/16,Mid,Asteraceae,Achillea,millefolium,NA,NA,9,yarrow
site_8,48.543,-122.413,6/2/16,Early,Asteraceae,Senecio,vulgaris,NA,NA,1,commongroundsel
site_8,48.543,-122.413,7/15/15,Mid,Lamiaceae,Rosmarinus,officinalis,NA,NA,25,rosemary
site_8,48.543,-122.413,9/9/16,Late,Polygonaceae,Polygonum,NA,NA,NA,7,smartweed
site_8,48.543,-122.413,9/24/15,Late,Fabaceae,Trifolium,repens,NA,NA,25,whiteclover
site_8,48.543,-122.413,9/9/16,Late,Asteraceae,Cirsium,arvense,NA,NA,4,Canadianthistle
site_8,48.543,-122.413,8/2/16,Mid,Lamiaceae,Ocimum,basilicum,purpurenscens,NA,2,purplebasil
site_8,48.543,-122.413,9/9/16,Late,Brassicaceae,Capsella,bursa-pastoris,NA,NA,2,sheppardspurse
site_8,48.543,-122.413,8/2/16,Mid,Brassicaceae,Capsella,bursa-pastoris,NA,NA,12,sheppardspurse
site_8,48.543,-122.413,6/2/16,Early,Asteraceae,Anthemis,NA,NA,NA,1,mayweed
site_8,48.543,-122.413,6/2/16,Early,Lamiaceae,Prunella,vulgaris,NA,NA,1,healall
site_8,48.543,-122.413,9/24/15,Late,Polygonaceae,Polygonum,NA,NA,NA,18,smartweed
site_8,48.543,-122.413,8/2/16,Mid,Caryophyllaceae,Stellaria,NA,NA,NA,1,chickweed
site_8,48.543,-122.413,7/15/15,Mid,Lamiaceae,Mentha,piperita,NA,Chocolate,21,chocolatemint
site_8,48.543,-122.413,8/2/16,Mid,Asteraceae,Hypochaeris,radicata,NA,NA,1,flatweedcatsear
site_8,48.543,-122.413,9/24/15,Late,Asteraceae,Cichorium,intybus,NA,NA,2,Radicchio
site_8,48.543,-122.413,9/9/16,Late,Asteraceae,Taraxacum,NA,NA,NA,2,dandelion
site_8,48.543,-122.413,9/9/16,Late,Amaryllidaceae,Allium,schoenoprasum,NA,NA,7,chives
site_8,48.543,-122.413,9/24/15,Late,Brassicaceae,Capsella,bursa-pastoris,NA,NA,19,sheppardspurse
site_8,48.543,-122.413,9/24/15,Late,Lamiaceae,Lavandula,NA,NA,NA,14,lavender
site_8,48.543,-122.413,7/15/15,Mid,Asteraceae,Cirsium,arvense,NA,NA,11,Canadianthistle
site_8,48.543,-122.413,9/9/16,Late,Fabaceae,Trifolium,repens,NA,NA,1,whiteclover
site_8,48.543,-122.413,7/15/15,Mid,Lamiaceae,Thymus,NA,NA,NA,16,culinarythyme
site_8,48.543,-122.413,9/24/15,Late,Solanaceae,Solanum,sarrachoides,NA,NA,20,hairynightshade
site_8,48.543,-122.413,6/2/16,Early,Brassicaceae,Capsella,bursa-pastoris,NA,NA,12,sheppardspurse
site_8,48.543,-122.413,9/9/16,Late,Asteraceae,NA,NA,NA,NA,5,chamomile
site_8,48.543,-122.413,8/2/16,Mid,Asteraceae,Calendula,NA,NA,NA,1,calendula
site_8,48.543,-122.413,7/15/15,Mid,Polygonaceae,Polygonum,NA,NA,NA,20,smartweed
site_8,48.543,-122.413,9/9/16,Late,Lamiaceae,Agastache,NA,NA,NA,11,hyssop
site_8,48.543,-122.413,8/2/16,Mid,Portulacaceae,Portulaca,oleracea,NA,NA,1,commonpurslane
site_8,48.543,-122.413,6/1/15,Early,Asteraceae,Senecio,vulgaris,NA,NA,1,commongroundsel
site_8,48.543,-122.413,8/2/16,Mid,Chenopodiaceae,Chenopodium,album,NA,NA,9,lambsquarters
site_8,48.543,-122.413,9/9/16,Late,Asteraceae,Sonchus,NA,NA,NA,1,pricklysowthistle
site_8,48.543,-122.413,7/15/15,Mid,Lamiaceae,Ocimum,basilicum,NA,NA,16,basil
site_8,48.543,-122.413,6/2/16,Early,Asteraceae,Matricaria,discoidea,NA,NA,1,pineappleweed
site_8,48.543,-122.413,6/1/15,Early,Lamiaceae,Thymus,NA,NA,NA,10,culinarythyme
site_8,48.543,-122.413,6/1/15,Early,Brassicaceae,Brassica,rapa,NA,nipposinica,2,mizuna
site_8,48.543,-122.413,6/2/16,Early,Ranunculaceae,Ranunculus,NA,NA,NA,1,buttercup
site_8,48.543,-122.413,9/9/16,Late,Asteraceae,Achillea,millefolium,NA,NA,13,yarrow
site_8,48.543,-122.413,6/1/15,Early,Asteraceae,Taraxacum,NA,NA,NA,4,dandelion
site_8,48.543,-122.413,9/9/16,Late,Asteraceae,Calendula,NA,NA,NA,12,calendula
site_8,48.543,-122.413,8/2/16,Mid,Asteraceae,Sonchus,NA,NA,NA,2,pricklysowthistle
site_8,48.543,-122.413,6/1/15,Early,Asteraceae,Sonchus,oleraceus,NA,NA,2,commonsowthistle
site_8,48.543,-122.413,6/1/15,Early,Caryophyllaceae,Stellaria,NA,NA,NA,7,chickweed
site_8,48.543,-122.413,7/15/15,Mid,Amaryllidaceae,Allium,schoenoprasum,NA,NA,4,chives
site_8,48.543,-122.413,6/1/15,Early,Lamiaceae,Salvia,NA,NA,NA,13,culinarysage
site_8,48.543,-122.413,9/9/16,Late,Verbenaceae,Aloysia,citrodora,NA,NA,7,lemonverbena
site_8,48.543,-122.413,6/1/15,Early,Rosaceae,Rubus,NA,NA,NA,12,raspberry
site_8,48.543,-122.413,6/1/15,Early,Ranunculaceae,Ranunculus,NA,NA,NA,25,buttercup
site_8,48.543,-122.413,6/1/15,Early,Fabaceae,Trifolium,repens,NA,NA,15,whiteclover
site_8,48.543,-122.413,6/1/15,Early,Amaryllidaceae,Allium,schoenoprasum,NA,NA,18,chives
site_8,48.543,-122.413,7/15/15,Mid,Violaceae,Viola,tricolor,NA,hortensis,2,pansy
site_8,48.543,-122.413,8/2/16,Mid,Lamiaceae,Lamium,amplexicaule,NA,NA,1,henbit
site_8,48.543,-122.413,9/9/16,Late,Chenopodiaceae,Chenopodium,album,NA,NA,5,lambsquarters
site_9,46.801,-123.145,5/5/14,Early,Rosaceae,Rubus,NA,NA,NA,NA,blackberry
site_9,46.801,-123.145,5/5/14,Early,Asteraceae,Taraxacum,NA,NA,NA,NA,dandelion
site_9,46.801,-123.145,5/5/14,Early,Brassicaceae,Eruca,sativa,NA,NA,NA,arugula
site_9,46.801,-123.145,5/5/14,Early,Lamiaceae,Rosmarinus,officinalis,NA,NA,NA,rosemary
site_9,46.801,-123.145,5/5/14,Early,Brassicaceae,Brassica,rapa,NA,NA,NA,fieldmustard
site_9,46.801,-123.145,5/5/14,Early,Amaryllidaceae,Allium,schoenoprasum,NA,NA,NA,chives
site_9,46.801,-123.145,7/8/14,Mid,Cucurbitaceae,Cucumis,sativus,NA,NA,12,cucumber
site_9,46.801,-123.145,7/8/14,Mid,Solanaceae,Solanum,sarrachoides,NA,NA,720,hairynightshade
site_9,46.801,-123.145,7/8/14,Mid,Asteraceae,Galinsoga,quadriradiata,NA,NA,240,fringedquickweed
site_9,46.801,-123.145,7/8/14,Mid,Fabaceae,Phaseolus,vulgaris,NA,NA,22,bushbean
site_9,46.801,-123.145,7/8/14,Mid,Cucurbitaceae,Cucurbita,pepo,NA,cylindrica,11,zucchini
site_9,46.801,-123.145,9/8/14,Late,Asteraceae,Zinnia,NA,NA,NA,25,zinnia
site_9,46.801,-123.145,9/8/14,Late,Amaranthaceae,Amaranthus,palmeri,NA,NA,30,pigweed
site_9,46.801,-123.145,9/8/14,Late,Iridaceae,Gladiolus,NA,NA,NA,40,gladiolus
site_9,46.801,-123.145,9/8/14,Late,Solanaceae,Solanum,sarrachoides,NA,NA,33,hairynightshade
site_9,46.801,-123.145,9/8/14,Late,Apiaceae,Anethum,graveolens,NA,NA,81,dill
site_9,46.801,-123.145,9/8/14,Late,Convolvulaceae,Convolvulus,arvensis,NA,NA,3,fieldmorningglory
site_9,46.801,-123.145,9/8/14,Late,Lamiaceae,Lamium,amplexicaule,NA,NA,44,henbit
site_9,46.801,-123.145,9/8/14,Late,Asteraceae,Chrysanthemum,NA,NA,NA,6,buttonmum
site_9,46.801,-123.145,9/8/14,Late,Asteraceae,Sonchus,arvensis,NA,NA,122,pricklysowthistle
site_9,46.801,-123.145,9/8/14,Late,Fabaceae,Vicia,faba,NA,NA,4,favabean
site_9,46.801,-123.145,7/13/15,Mid,Asteraceae,Galinsoga,quadriradiata,NA,NA,23,fringedquickweed
site_9,46.801,-123.145,7/13/15,Mid,Cucurbitaceae,Cucurbita,pepo,NA,cylindrica,44,zucchini
site_9,46.801,-123.145,7/13/15,Mid,Polygonaceae,Polygonum,NA,NA,NA,25,smartweed
site_9,46.801,-123.145,7/13/15,Mid,Apiaceae,Coriandrum,sativum,NA,NA,31,cilantro
site_9,46.801,-123.145,7/13/15,Mid,Asteraceae,Lactuca,serriola,NA,NA,4,pricklylettuce
site_9,46.801,-123.145,7/13/15,Mid,Solanaceae,Solanum,sarrachoides,NA,NA,3,hairynightshade
site_9,46.801,-123.145,7/13/15,Mid,Lamiaceae,Lamium,amplexicaule,NA,NA,6,henbit
site_9,46.801,-123.145,7/13/15,Mid,Fabaceae,Phaseolus,coccineus,NA,NA,22,polebean
site_9,46.801,-123.145,9/8/14,Late,Asteraceae,Helianthus,annuum,NA,NA,4,sunflower
site_9,46.801,-123.145,9/8/14,Late,Fabaceae,Trifolium,repens,NA,NA,6,whiteclover
site_9,46.801,-123.145,9/8/14,Late,Apiaceae,Daucus,carota,NA,NA,4,carrot
site_9,46.801,-123.145,9/8/14,Late,Cucurbitaceae,Cucumis,sativus,NA,NA,13,cucumber
site_9,46.801,-123.145,7/8/14,Mid,Lamiaceae,Lamium,purpureum,NA,NA,173,reddeadnettle
site_9,46.801,-123.145,7/8/14,Mid,Brassicaceae,Capsella,bursa-pastoris,NA,NA,30,sheppardspurse
site_9,46.801,-123.145,7/8/14,Mid,Asteraceae,Sonchus,oleraceus,NA,NA,16,commonsowthistle
site_9,46.801,-123.145,7/8/14,Mid,Polygonaceae,Polygonum,NA,NA,NA,97,smartweed
site_9,46.801,-123.145,7/8/14,Mid,Liliaceae,Lilium,NA,NA,NA,2,tigerlily
site_9,46.801,-123.145,7/8/14,Mid,Rosaceae,Fragaria,NA,NA,NA,17,strawberry
site_9,46.801,-123.145,7/8/14,Mid,Brassicaceae,Eruca,sativa,NA,NA,2,arugula
site_9,46.801,-123.145,7/8/14,Mid,Fabaceae,Vicia,faba,NA,NA,41,favabean
site_9,46.801,-123.145,7/8/14,Mid,Brassicaceae,Brassica,rapa,NA,NA,27,fieldmustard
site_9,46.801,-123.145,7/8/14,Mid,Solanaceae,Solanum,tuberosum,NA,NA,84,potato
site_9,46.801,-123.145,7/8/14,Mid,Fabaceae,Trifolium,repens,NA,NA,75,whiteclover
site_9,46.801,-123.145,7/8/14,Mid,Fabaceae,Trifolium,pratense,NA,NA,8,redclover
site_9,46.801,-123.145,7/8/14,Mid,Asteraceae,Taraxacum,NA,NA,NA,5,dandelion
site_9,46.801,-123.145,7/8/14,Mid,Convolvulaceae,Convolvulus,arvensis,NA,NA,10,fieldmorningglory
site_9,46.801,-123.145,7/8/14,Mid,Amaryllidaceae,Allium,schoenoprasum,NA,NA,5,chives
site_9,46.801,-123.145,9/4/15,Late,Chenopodiaceae,Chenopodium,album,NA,NA,21,lambsquarters
site_9,46.801,-123.145,9/8/14,Late,Asteraceae,Aster,NA,NA,NA,33,Asterspp
site_9,46.801,-123.145,9/8/14,Late,Asteraceae,Galinsoga,quadriradiata,NA,NA,71,galinsoga
site_9,46.801,-123.145,7/8/14,Mid,Polygonaceae,Fagopyrum,esculentum,NA,NA,1,buckwheat
site_9,46.801,-123.145,7/8/14,Mid,Solanaceae,Solanum,melongena,NA,NA,14,eggplant
site_9,46.801,-123.145,7/8/14,Mid,Solanaceae,Solanum,lycopersicum,NA,NA,27,tomato
site_9,46.801,-123.145,7/8/14,Mid,Solanaceae,Physalis,philadelphica,NA,NA,13,tomatillo
site_9,46.801,-123.145,7/8/14,Mid,Apiaceae,Daucus,carota,NA,NA,1,wildcarrot
site_9,46.801,-123.145,7/8/14,Mid,Lamiaceae,Salvia,NA,NA,NA,20,culinarysage
site_9,46.801,-123.145,7/8/14,Mid,Lamiaceae,Lavandula,NA,NA,NA,20,lavender
site_9,46.801,-123.145,7/8/14,Mid,Apiaceae,Coriandrum,sativum,NA,NA,6,cilantro
site_9,46.801,-123.145,5/30/15,Early,Fabaceae,Vicia,NA,NA,NA,2,vetch
site_9,46.801,-123.145,9/4/15,Late,Lamiaceae,Prunella,vulgaris,NA,NA,15,healall
site_9,46.801,-123.145,9/4/15,Late,Asteraceae,Sonchus,oleraceus,NA,NA,1,commonsowthistle
site_9,46.801,-123.145,9/8/14,Late,Brassicaceae,Raphanus,sativus,NA,NA,4,radish
site_9,46.801,-123.145,5/30/15,Early,Asteraceae,Cirsium,NA,NA,NA,1,thistle
site_9,46.801,-123.145,9/8/14,Late,Polygonaceae,Polygonum,NA,NA,NA,69,smartweed
site_9,46.801,-123.145,5/30/15,Early,Asteraceae,Taraxacum,NA,NA,NA,3,dandelion
site_9,46.801,-123.145,5/30/15,Early,Fabaceae,Lotus,cornicilatus,NA,NA,16,birdsfoottreffoil
site_9,46.801,-123.145,5/30/15,Early,Rosaceae,Fragaria,NA,NA,NA,174,strawberry
site_9,46.801,-123.145,5/30/15,Early,Lamiaceae,Prunella,vulgaris,NA,NA,5,healall
site_9,46.801,-123.145,5/30/15,Early,Brassicaceae,Capsella,bursa-pastoris,NA,NA,1,sheppardspurse
site_9,46.801,-123.145,5/30/15,Early,Fabaceae,Trifolium,repens,NA,NA,5,whiteclover
site_9,46.801,-123.145,9/8/14,Late,Caryophyllaceae,Dianthus,barbatus,NA,NA,30,sweetwilliam
site_9,46.801,-123.145,9/4/15,Late,Brassicaceae,Capsella,bursa-pastoris,NA,NA,6,sheppardspurse
site_9,46.801,-123.145,9/8/14,Late,Asteraceae,Anthemis,NA,NA,NA,1,mayweed
site_9,46.801,-123.145,9/4/15,Late,Amaranthaceae,Amaranthus,palmeri,NA,NA,54,pigweed
site_9,46.801,-123.145,9/4/15,Late,Polygonaceae,Polygonum,NA,NA,NA,142,smartweed
site_9,46.801,-123.145,9/8/14,Late,Liliaceae,Lilium,orientalis,NA,NA,1,stargazerlily
site_9,46.801,-123.145,9/8/14,Late,Asteraceae,Hypochaeris,radicata,NA,NA,4,flatweedcatsear
site_9,46.801,-123.145,9/4/15,Late,Solanaceae,Solanum,sarrachoides,NA,NA,39,hairynightshade
site_9,46.801,-123.145,9/8/14,Late,Fabaceae,Pisum,sativum,NA,NA,6,pea
site_10,48.471,-122.286,7/15/15,Mid,Polygonaceae,Polygonum,NA,NA,NA,5,smartweed
site_10,48.471,-122.286,7/22/16,Mid,Asteraceae,Taraxacum,NA,NA,NA,2,dandelion
site_10,48.471,-122.286,7/15/15,Mid,Fabaceae,Trifolium,pratense,NA,NA,2,redclover
site_10,48.471,-122.286,7/22/16,Mid,Plantaginaceae,Plantago,lanceolata,NA,NA,1,narrowleafplantain
site_10,48.471,-122.286,6/3/16,Early,Asteraceae,Sonchus,NA,NA,NA,2,pricklysowthistle
site_10,48.471,-122.286,6/3/16,Early,Fabaceae,Trifolium,repens,NA,NA,391,whiteclover
site_10,48.471,-122.286,7/22/16,Mid,Fabaceae,Trifolium,pratense,NA,NA,1,redclover
site_10,48.471,-122.286,7/15/15,Mid,Amaranthaceae,Amaranthus,palmeri,NA,NA,19,pigweed
site_10,48.471,-122.286,7/15/15,Mid,Asteraceae,Hypochaeris,radicata,NA,NA,2,flatweedcatsear
site_10,48.471,-122.286,7/15/15,Mid,Chenopodiaceae,Chenopodium,album,NA,NA,46,lambsquarters
site_10,48.471,-122.286,7/22/16,Mid,Brassicaceae,Raphanus,sativus,NA,NA,1,radish
site_10,48.471,-122.286,7/15/15,Mid,Asteraceae,Matricaria,discoidea,NA,NA,5,pineappleweed
site_10,48.471,-122.286,7/22/16,Mid,Polygonaceae,Rumex,crispus,NA,NA,1,curlydock
site_10,48.471,-122.286,7/15/15,Mid,Plantaginaceae,Plantago,lanceolata,NA,NA,3,narrowleafplantain
site_10,48.471,-122.286,6/3/16,Early,Polygonaceae,Rumex,crispus,NA,NA,3,curlydock
site_10,48.471,-122.286,6/3/16,Early,Ranunculaceae,Ranunculus,NA,NA,NA,5,buttercup
site_10,48.471,-122.286,9/16/15,Late,Asteraceae,Zinnia,NA,NA,NA,4,zinnia
site_10,48.471,-122.286,7/15/15,Mid,Solanaceae,Solanum,sarrachoides,NA,NA,1,hairynightshade
site_10,48.471,-122.286,7/15/15,Mid,Plantaginaceae,Plantago,lanceolata,NA,NA,4,narrowleafplantain
site_10,48.471,-122.286,9/16/15,Late,Polygonaceae,Polygonum,NA,NA,NA,4,smartweed
site_10,48.471,-122.286,9/16/15,Late,Cucurbitaceae,Cucumis,sativus,NA,NA,1,cucumber
site_10,48.471,-122.286,9/15/16,Late,Plantaginaceae,Plantago,lanceolata,NA,NA,3,narrowleafplantain
site_10,48.471,-122.286,7/15/15,Mid,Apiaceae,Coriandrum,sativum,NA,NA,1,cilantro
site_10,48.471,-122.286,7/15/15,Mid,Caryophyllaceae,Stellaria,NA,NA,NA,12,chickweed
site_10,48.471,-122.286,7/15/15,Mid,Polygonaceae,Fagopyrum,esculentum,NA,NA,2,buckwheat
site_10,48.471,-122.286,6/1/15,Early,Brassicaceae,Brassica,rapa,NA,NA,2,fieldmustard
site_10,48.471,-122.286,6/1/15,Early,Ranunculaceae,Ranunculus,NA,NA,NA,2,buttercup
site_10,48.471,-122.286,6/3/16,Early,Asteraceae,Taraxacum,NA,NA,NA,2,dandelion
site_10,48.471,-122.286,6/3/16,Early,Fabaceae,Trifolium,pratense,NA,NA,5,redclover
site_10,48.471,-122.286,7/15/15,Mid,Brassicaceae,Capsella,bursa-pastoris,NA,NA,8,sheppardspurse
site_10,48.471,-122.286,9/16/15,Late,Brassicaceae,Capsella,bursa-pastoris,NA,NA,2,sheppardspurse
site_10,48.471,-122.286,9/16/15,Late,Asteraceae,Hypochaeris,radicata,NA,NA,2,flatweedcatsear
site_10,48.471,-122.286,7/22/16,Mid,Asteraceae,Sonchus,NA,NA,NA,1,pricklysowthistle
site_10,48.471,-122.286,9/16/15,Late,Fabaceae,Trifolium,repens,NA,NA,99,whiteclover
site_10,48.471,-122.286,7/22/16,Mid,Fabaceae,Trifolium,repens,NA,NA,114,whiteclover
site_10,48.471,-122.286,9/15/16,Late,Asteraceae,Taraxacum,NA,NA,NA,3,dandelion
site_10,48.471,-122.286,7/15/15,Mid,Asteraceae,Sonchus,oleraceus,NA,NA,4,commonsowthistle
site_10,48.471,-122.286,9/16/15,Late,Solanaceae,Solanum,sarrachoides,NA,NA,4,hairynightshade
site_10,48.471,-122.286,9/15/16,Late,Onagraceae,Epilobium,ciliatum,watsonii,NA,15,Watsonswillowherb
site_10,48.471,-122.286,6/1/15,Early,Polygonaceae,Fagopyrum,esculentum,NA,NA,4,buckwheat
site_10,48.471,-122.286,9/15/16,Late,Caryophyllaceae,Stellaria,NA,NA,NA,1,chickweed
site_10,48.471,-122.286,9/15/16,Late,Fabaceae,Trifolium,repens,NA,NA,16,whiteclover
site_10,48.471,-122.286,9/15/16,Late,Asteraceae,Sonchus,NA,NA,NA,1,pricklysowthistle
site_10,48.471,-122.286,9/16/15,Late,Polygonaceae,Fagopyrum,esculentum,NA,NA,1,buckwheat
site_10,48.471,-122.286,6/1/15,Early,Caryophyllaceae,Stellaria,NA,NA,NA,6,chickweed
site_10,48.471,-122.286,7/15/15,Mid,Fabaceae,Trifolium,repens,NA,NA,93,whiteclover
site_10,48.471,-122.286,9/16/15,Late,Brassicaceae,Raphanus,sativus,NA,NA,10,radish
site_10,48.471,-122.286,9/15/16,Late,Amaryllidaceae,Allium,NA,NA,NA,2,onion
site_10,48.471,-122.286,6/1/15,Early,Polygonaceae,Polygonum,NA,NA,NA,1,smartweed
site_10,48.471,-122.286,9/15/16,Late,Asteraceae,Cirsium,arvense,NA,NA,1,Canadianthistle
site_11,47.642,-122.379,9/21/14,Late,Violaceae,Viola,NA,NA,NA,7,violet
site_11,47.642,-122.379,9/8/15,Late,Asteraceae,Dahlia,NA,NA,NA,3,dahlia
site_11,47.642,-122.379,9/21/14,Late,Asteraceae,Helianthus,annuum,NA,NA,17,sunflower
site_11,47.642,-122.379,9/21/14,Late,Polygonaceae,Polygonum,NA,NA,NA,1,smartweed
site_11,47.642,-122.379,9/21/14,Late,Lamiaceae,Ocimum,basilicum,NA,NA,1,basil
site_11,47.642,-122.379,5/16/14,Early,Brassicaceae,Brassica,oleracea,NA,NA,NA,kale
site_11,47.642,-122.379,7/1/15,Mid,Lamiaceae,Rosmarinus,officinalis,NA,NA,1,rosemary
site_11,47.642,-122.379,7/18/14,Mid,Malvaceae,Alcea,NA,NA,NA,20,hollyhocks
site_11,47.642,-122.379,9/21/14,Late,Brassicaceae,Brassica,oleracea,NA,NA,20,broccoli
site_11,47.642,-122.379,9/21/14,Late,Brassicaceae,Raphanus,sativus,NA,NA,1,radish
site_11,47.642,-122.379,5/16/14,Early,Amaryllidaceae,Allium,schoenoprasum,NA,NA,NA,chives
site_11,47.642,-122.379,9/21/14,Late,Lamiaceae,Origanum,vulgare,NA,NA,1,commonoregano
site_11,47.642,-122.379,5/16/14,Early,Rosaceae,Fragaria,NA,NA,NA,NA,strawberry
site_11,47.642,-122.379,9/21/14,Late,Cucurbitaceae,Cucurbita,NA,NA,NA,13,squash
site_11,47.642,-122.379,7/18/14,Mid,Lamiaceae,Mentha,NA,NA,NA,12,mint
site_11,47.642,-122.379,5/16/14,Early,Lamiaceae,Lavandula,NA,NA,NA,NA,lavender
site_11,47.642,-122.379,7/1/15,Mid,Liliaceae,Lilium,NA,NA,NA,67,tigerlily
site_11,47.642,-122.379,9/21/14,Late,Onagraceae,Fuchsia,magellanica,NA,NA,1,Fuchsia
site_11,47.642,-122.379,9/21/14,Late,Verbenaceae,NA,NA,NA,NA,3,Verbena
site_11,47.642,-122.379,9/21/14,Late,Fabaceae,Lupinus,NA,NA,NA,1,lupine
site_11,47.642,-122.379,9/21/14,Late,Fabaceae,Phaseolus,coccineus,NA,NA,7,scarletrunnerbean
site_11,47.642,-122.379,7/1/15,Mid,Lamiaceae,Lavandula,NA,NA,NA,42,lavender
site_11,47.642,-122.379,7/1/15,Mid,Brassicaceae,Eruca,sativa,NA,NA,4,arugula
site_11,47.642,-122.379,9/8/15,Late,Lamiaceae,Origanum,vulgare,NA,NA,1,commonoregano
site_11,47.642,-122.379,5/16/14,Early,Iridaceae,Iris,NA,NA,NA,NA,iris
site_11,47.642,-122.379,7/1/15,Mid,Solanaceae,Petunia,NA,NA,NA,22,petunia
site_11,47.642,-122.379,9/21/14,Late,Cucurbitaceae,Cucurbita,pepo,NA,cylindrica,1,zucchini
site_11,47.642,-122.379,9/21/14,Late,Fabaceae,Phaseolus,vulgaris,NA,NA,3,bushbean
site_11,47.642,-122.379,5/19/15,Early,Solanaceae,Solanum,tuberosum,NA,NA,3,potato
site_11,47.642,-122.379,7/18/14,Mid,Polemoniaceae,Phlox,NA,NA,NA,12,phlox
site_11,47.642,-122.379,7/1/15,Mid,Rosaceae,Rosa,nutkana,NA,NA,30,nootkarose
site_11,47.642,-122.379,7/18/14,Mid,Asteraceae,Tagetes,NA,NA,NA,10,marigold
site_11,47.642,-122.379,7/18/14,Mid,Asteraceae,Dahlia,NA,NA,NA,49,dahlia
site_11,47.642,-122.379,7/1/15,Mid,Rosaceae,Fragaria,NA,NA,NA,31,strawberry
site_11,47.642,-122.379,7/1/15,Mid,Asteraceae,Dahlia,NA,NA,NA,30,dahlia
site_11,47.642,-122.379,5/16/14,Early,Amaryllidaceae,Allium,NA,NA,NA,NA,Allium
site_11,47.642,-122.379,9/21/14,Late,Solanaceae,Petunia,NA,NA,NA,1,petunia
site_11,47.642,-122.379,9/21/14,Late,Campanulaceae,Lobelia,NA,NA,NA,4,lobelia
site_11,47.642,-122.379,9/21/14,Late,Papaveraceae,Eschscholzia,californica,NA,NA,4,Californiapoppy
site_11,47.642,-122.379,9/21/14,Late,Caryophyllaceae,Dianthus,NA,NA,NA,1,carnation
site_11,47.642,-122.379,9/21/14,Late,Plantaginaceae,Antirrhinum,NA,NA,NA,3,snapdragon
site_11,47.642,-122.379,9/21/14,Late,Solanaceae,Solanum,lycopersicum,NA,NA,20,tomato
site_11,47.642,-122.379,7/1/15,Mid,Lamiaceae,Ocimum,basilicum,NA,NA,11,basil
site_11,47.642,-122.379,9/21/14,Late,Brassicaceae,Erysimum,NA,NA,NA,1,wallflower
site_11,47.642,-122.379,7/1/15,Mid,Ranunculaceae,Nigella,damascena,NA,NA,4,raggedlady
site_11,47.642,-122.379,5/19/15,Early,Rosaceae,Fragaria,NA,NA,NA,20,strawberry
site_11,47.642,-122.379,7/18/14,Mid,Asteraceae,Lettuca,sativa,NA,NA,7,lettuce
site_11,47.642,-122.379,5/19/15,Early,Fabaceae,Pisum,sativum,NA,NA,11,pea
site_11,47.642,-122.379,9/21/14,Late,Lamiaceae,Rosmarinus,officinalis,NA,NA,2,rosemary
site_11,47.642,-122.379,9/21/14,Late,Asteraceae,Cichorium,intybus,NA,NA,1,chicory
site_11,47.642,-122.379,7/1/15,Mid,Apiaceae,Anethum,graveolens,NA,NA,2,dill
site_11,47.642,-122.379,5/16/14,Early,Rosaceae,Rosa,NA,NA,NA,NA,rose
site_11,47.642,-122.379,7/18/14,Mid,Asteraceae,Helianthus,annuum,NA,NA,5,sunflower
site_11,47.642,-122.379,7/1/15,Mid,Onagraceae,Fuchsia,NA,NA,NA,10,Fuchsia
site_11,47.642,-122.379,5/19/15,Early,Rosaceae,Rubus,NA,NA,NA,10,raspberry
site_11,47.642,-122.379,9/21/14,Late,Lamiaceae,Ocimum,basilicum,NA,NA,1,thaibasil
site_11,47.642,-122.379,9/21/14,Late,Onagraceae,Fuchsia,magellanica,NA,NA,1,Fuchsia
site_11,47.642,-122.379,9/21/14,Late,Lamiaceae,Mentha,NA,NA,NA,6,mint
